state,season,annual_rainfall,fertilizer,pesticide,area,n_soil,p_soil,k_soil,temperature,humidity,ph,crop,yield
Assam,Whole Year,1727.1,2444815.8,2667.3,15690.0,,,,,,,Ginger,6.941481481
Assam,Rabi,1727.1,268789.5,293.25,1725.0,,,,,,,ChickPea,0.505925926
Assam,Kharif,1727.1,10170371.4,11095.9,65270.0,,,,,,,Jute,10.61148148
Assam,Rabi,1727.1,1091207.46,1190.51,7003.0,,,,,,,Linseed,0.481666667
Assam,Kharif,1727.1,3035529.42,3311.77,19481.0,,,,,,,Maize,0.617407407
Assam,Rabi,1727.1,3619231.14,3948.59,23227.0,,,,,,,Masoor,0.498148148
Assam,Kharif,1727.1,779100.0,850.0,5000.0,,,,,,,Mesta,4.705217391
Assam,Rabi,1727.1,1171610.58,1278.23,7519.0,,,,,,,MungBean,0.447037037
Assam,Kharif,1727.1,1191243.9,1299.65,7645.0,,,,,,,Niger seed,0.51
Assam,Whole Year,1727.1,1057238.7,1153.45,6785.0,,,,,,,Onion,2.375185185
Assam,Rabi,1727.1,3430065.66,3742.21,22013.0,,,,,,,Peas & beans (Pulses),0.623703704
Assam,Whole Year,1727.1,12875250.78,14046.93,82629.0,,,,,,,Potato,7.163703704
Assam,Rabi,1727.1,38752434.0,42279.0,248700.0,,,,,,,Rapeseed &Mustard,0.512962963
Assam,Autumn,1727.1,53108130.6,57941.1,340830.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,1.070740741
Assam,Summer,1727.1,61461952.44,67055.14,394442.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,1.903703704
Assam,Winter,1727.1,274605325.7,299595.08,1762324.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,1.780740741
Assam,Kharif,1727.1,1813900.62,1978.97,11641.0,,,,,,,Sesamum,0.493333333
Assam,Kharif,1727.1,975433.2,1064.2,6260.0,,,,,,,Small millets,0.750384615
Assam,Whole Year,1727.1,4232850.3,4618.05,27165.0,,,,,,,Sugarcane,38.25
Assam,Whole Year,1727.1,1060510.92,1157.02,6806.0,,,,,,,Sweet potato,3.410740741
Assam,Whole Year,1727.1,499403.1,544.85,3205.0,,,,,,,Tapioca,4.463076923
Assam,Whole Year,1727.1,92089.62,100.47,591.0,,,,,,,Tobacco,0.631923077
Assam,Whole Year,1727.1,2163249.06,2360.11,13883.0,,,,,,,Turmeric,0.744074074
Assam,Rabi,1727.1,6755264.46,7370.01,43353.0,,,,,,,Urad,0.565925926
Assam,Rabi,1727.1,9359639.94,10211.39,60067.0,,,,,,,Wheat,1.097037037
Karnataka,Whole Year,1321.0,30509867.64,33286.34,195802.0,,,,,,,Arecanut,6.21047619
Karnataka,Kharif,1321.0,94162805.1,102731.85,604305.0,26.142857142857142,69.28571428571429,22.428571428571427,30.453358891428568,52.32321560857143,5.867523006,PigeonPeas,0.526923077
Karnataka,Kharif,1321.0,47404962.78,51718.93,304229.0,,,,,,,Bajra,0.446666667
Karnataka,Rabi,1321.0,19321.68,21.08,124.0,,,,,,,Bajra,0.945
Karnataka,Summer,1321.0,117488.28,128.18,754.0,,,,,,,Bajra,0.935
Karnataka,Whole Year,1321.0,9969519.42,10876.77,63981.0,,,,,,,Banana,21.92
Karnataka,Whole Year,1321.0,3070588.92,3350.02,19706.0,,,,,,,Black pepper,3.701538462
Karnataka,Whole Year,1321.0,2988315.96,3260.26,19178.0,,,,,,,Cardamom,0.085
Karnataka,Whole Year,1321.0,9865587.48,10763.38,63314.0,,,,,,,Cashewnut,0.764545455
Karnataka,Kharif,1321.0,2778114.78,3030.93,17829.0,,,,,,,Castor seed,0.645909091
Karnataka,Whole Year,1321.0,66980785.2,73076.2,429860.0,,,,,,,Coconut,7084.002414
Karnataka,Whole Year,1321.0,1025295.6,1118.6,6580.0,,,,,,,Coriander,0.498095238
Karnataka,Whole Year,1321.0,71178887.64,77656.34,456802.0,,,,,,,Cotton,1.6005
Karnataka,Rabi,1321.0,990080.28,1080.18,6354.0,,,,,,,Dry chillies,2.896071429
Karnataka,Summer,1321.0,1029191.1,1122.85,6605.0,,,,,,,Dry chillies,4.545416667
Karnataka,Whole Year,1321.0,732042.36,798.66,4698.0,,,,,,,Garlic,1.794615385
Karnataka,Whole Year,1321.0,6986501.34,7622.29,44837.0,,,,,,,Ginger,31.71
Karnataka,Kharif,1321.0,17860400.04,19485.74,114622.0,,,,,,,ChickPea,0.4852
Karnataka,Rabi,1321.0,17577119.28,19176.68,112804.0,,,,,,,ChickPea,0.455714286
Karnataka,Kharif,1321.0,94900924.44,103537.14,609042.0,,,,,,,Groundnut,0.577692308
Karnataka,Rabi,1321.0,32489716.56,35446.36,208508.0,,,,,,,Groundnut,0.949642857
Karnataka,Kharif,1321.0,17860400.04,19485.74,114622.0,,,,,,,Horse-gram,0.4852
Karnataka,Rabi,1321.0,17577119.28,19176.68,112804.0,,,,,,,Horse-gram,0.455714286
Karnataka,Kharif,1321.0,38376907.8,41869.3,246290.0,,,,,,,Jowar,0.9875
Karnataka,Rabi,1321.0,174073845.5,189914.99,1117147.0,,,,,,,Jowar,0.8765
Karnataka,Summer,1321.0,930712.86,1015.41,5973.0,,,,,,,Jowar,1.498461538
Karnataka,Rabi,1321.0,1940893.92,2117.52,12456.0,,,,,,,Linseed,0.333333333
Karnataka,Kharif,1321.0,172716185.9,188433.78,1108434.0,,,,,,,Maize,2.418148148
Karnataka,Rabi,1321.0,16158845.64,17629.34,103702.0,,,,,,,Maize,2.43962963
Karnataka,Summer,1321.0,4416094.62,4817.97,28341.0,,,,,,,Maize,2.839642857
Karnataka,Whole Year,1321.0,202566.0,221.0,1300.0,,,,,,,Mesta,1.324
Karnataka,Kharif,1321.0,57707157.9,62958.65,370345.0,,,,,,,MungBean,0.199565217
Karnataka,Rabi,1321.0,1395835.56,1522.86,8958.0,,,,,,,MungBean,0.28
Karnataka,Kharif,1321.0,4110531.6,4484.6,26380.0,,,,,,,Niger seed,0.33375
Karnataka,Kharif,1321.0,27161140.02,29632.87,174311.0,,,,,,,Onion,4.2968
Karnataka,Rabi,1321.0,2152653.3,2348.55,13815.0,,,,,,,Onion,7.0895
Karnataka,Summer,1321.0,588532.14,642.09,3777.0,,,,,,,Onion,7.65
Karnataka,Rabi,1321.0,5256587.7,5734.95,33735.0,,,,,,,Other  Rabi pulses,0.293448276
Karnataka,Kharif,1321.0,17789813.58,19408.73,114169.0,,,,,,,Other Kharif pulses,0.6076
Karnataka,Kharif,1321.0,4410485.1,4811.85,28305.0,,,,,,,Potato,6.492666667
Karnataka,Rabi,1321.0,917779.8,1001.3,5890.0,,,,,,,Potato,15.23416667
Karnataka,Summer,1321.0,453903.66,495.21,2913.0,,,,,,,Potato,15.96166667
Karnataka,Kharif,1321.0,113565979.0,123900.76,728828.0,,,,,,,Ragi,1.337142857
Karnataka,Rabi,1321.0,4294710.84,4685.54,27562.0,,,,,,,Ragi,1.834285714
Karnataka,Summer,1321.0,1244066.88,1357.28,7984.0,,,,,,,Ragi,1.778
Karnataka,Rabi,1321.0,797175.12,869.72,5116.0,,,,,,,Rapeseed &Mustard,0.29
Karnataka,Kharif,1321.0,171748076.2,187377.57,1102221.0,,,,,,,Rice,2.397931034
Karnataka,Rabi,1321.0,5881737.54,6416.99,37747.0,,,,,,,Rice,2.416666667
Karnataka,Summer,1321.0,53993188.2,58906.7,346510.0,,,,,,,Rice,2.806923077
Karnataka,Rabi,1321.0,10583917.68,11547.08,67924.0,,,,,,,Safflower,0.694
Karnataka,Whole Year,1321.0,43941.24,47.94,282.0,,,,,,,Sannhamp,0.163333333
Karnataka,Kharif,1321.0,11885949.6,12967.6,76280.0,,,,,,,Sesamum,0.437307692
Karnataka,Kharif,1321.0,4157589.24,4535.94,26682.0,,,,,,,Small millets,0.4905
Karnataka,Kharif,1321.0,28622264.16,31226.96,183688.0,,,,,,,Soyabean,0.413
Karnataka,Whole Year,1321.0,52436702.22,57208.57,336521.0,,,,,,,Sugarcane,94.28791667
Karnataka,Kharif,1321.0,60636885.54,66154.99,389147.0,,,,,,,Sunflower,0.36
Karnataka,Rabi,1321.0,58662334.5,64000.75,376475.0,,,,,,,Sunflower,0.54826087
Karnataka,Summer,1321.0,4447570.26,4852.31,28543.0,,,,,,,Sunflower,0.95952381
Karnataka,Whole Year,1321.0,373500.54,407.49,2397.0,,,,,,,Sweet potato,6.936666667
Karnataka,Whole Year,1321.0,137277.42,149.77,881.0,,,,,,,Tapioca,9.647777778
Karnataka,Whole Year,1321.0,18412937.76,20088.56,118168.0,,,,,,,Tobacco,0.799411765
Karnataka,Whole Year,1321.0,2784970.86,3038.41,17873.0,,,,,,,Turmeric,4.762941176
Karnataka,Kharif,1321.0,16999806.18,18546.83,109099.0,,,,,,,Urad,0.153181818
Karnataka,Rabi,1321.0,1416715.44,1545.64,9092.0,,,,,,,Urad,0.372307692
Karnataka,Rabi,1321.0,44163595.14,48182.59,283427.0,,,,,,,Wheat,0.919285714
Kerala,Whole Year,2821.5,15455785.8,16862.3,99190.0,,,,,,,Arecanut,0.976428571
Kerala,Whole Year,2821.5,7989670.5,8716.75,51275.0,,,,,,,Banana,7.835714286
Kerala,Whole Year,2821.5,26721415.98,29153.13,171489.0,,,,,,,Black pepper,0.190714286
Kerala,Whole Year,2821.5,6481021.26,7070.81,41593.0,,,,,,,Cardamom,0.057777778
Kerala,Whole Year,2821.5,7630817.04,8325.24,48972.0,,,,,,,Cashewnut,0.482857143
Kerala,Whole Year,2821.5,121324256.8,132365.06,778618.0,,,,,,,Coconut,6728.865
Kerala,Kharif,2821.5,158624.76,173.06,1018.0,,,,,,,Cotton,1.3
Kerala,Whole Year,2821.5,52355.52,57.12,336.0,,,,,,,Garlic,17.0
Kerala,Whole Year,2821.5,842674.56,919.36,5408.0,,,,,,,Ginger,3.402142857
Kerala,Kharif,2821.5,208798.8,227.8,1340.0,,,,,,,Groundnut,0.87
Kerala,Kharif,2821.5,396873.54,432.99,2547.0,,,,,,,Jowar,0.6675
Kerala,Kharif,2821.5,35215.32,38.42,226.0,,,,,,,Other Cereals,0.765
Kerala,Kharif,2821.5,45655.26,49.81,293.0,,,,,,,Ragi,0.405
Kerala,Autumn,2821.5,12036939.18,13132.33,77249.0,,,,,,,Rice,2.303076923
Kerala,Summer,2821.5,7678653.78,8377.43,49279.0,,,,,,,Rice,2.385
Kerala,Winter,2821.5,16748312.7,18272.45,107485.0,,,,,,,Rice,2.286428571
Kerala,Kharif,2821.5,94738.56,103.36,608.0,,,,,,,Sesamum,0.28
Kerala,Whole Year,2821.5,463097.04,505.24,2972.0,,,,,,,Sugarcane,50.8875
Kerala,Whole Year,2821.5,62172.18,67.83,399.0,,,,,,,Sweet potato,11.49857143
Kerala,Whole Year,2821.5,11674813.5,12737.25,74925.0,,,,,,,Tapioca,34.51142857
Kerala,Whole Year,2821.5,4518.78,4.93,29.0,,,,,,,Tobacco,1.17
Kerala,Whole Year,2821.5,379889.16,414.46,2438.0,,,,,,,Turmeric,2.276428571
Meghalaya,Whole Year,2995.9,2122424.22,2315.57,13621.0,,,,,,,Arecanut,1.248571429
Meghalaya,Kharif,2995.9,121695.42,132.77,781.0,,,,,,,PigeonPeas,0.79
Meghalaya,Kharif,2995.9,1059887.64,1156.34,6802.0,,,,,,,Banana,10.4
Meghalaya,Whole Year,2995.9,138679.8,151.3,890.0,,,,,,,Black pepper,0.505714286
Meghalaya,Kharif,2995.9,4518.78,4.93,29.0,,,,,,,Castor seed,0.5
Meghalaya,Kharif,2995.9,1073755.62,1171.47,6891.0,,,,,,,Cotton,0.82
Meghalaya,Kharif,2995.9,1452398.22,1584.57,9321.0,,,,,,,Ginger,6.834285714
Meghalaya,Rabi,2995.9,87415.02,95.37,561.0,,,,,,,ChickPea,0.59
Meghalaya,Kharif,2995.9,612060.96,667.76,3928.0,,,,,,,Jute,6.803333333
Meghalaya,Rabi,2995.9,11998.14,13.09,77.0,,,,,,,Linseed,0.47
Meghalaya,Kharif,2995.9,2681506.38,2925.53,17209.0,,,,,,,Maize,1.574285714
Meghalaya,Rabi,2995.9,51732.24,56.44,332.0,,,,,,,Masoor,0.73
Meghalaya,Kharif,2995.9,647276.28,706.18,4154.0,,,,,,,Mesta,4.506666667
Meghalaya,Rabi,2995.9,133381.92,145.52,856.0,,,,,,,Other  Rabi pulses,0.641428571
Meghalaya,Rabi,2995.9,157689.84,172.04,1012.0,,,,,,,Peas & beans (Pulses),1.202857143
Meghalaya,Whole Year,2995.9,2759883.84,3011.04,17712.0,,,,,,,Potato,7.318571429
Meghalaya,Rabi,2995.9,1115671.2,1217.2,7160.0,,,,,,,Rapeseed &Mustard,0.595714286
Meghalaya,Autumn,2995.9,5073499.2,5535.2,32560.0,,,,,,,Rice,1.542857143
Meghalaya,Summer,2995.9,1990912.14,2172.09,12777.0,,,,,,,Rice,2.171428571
Meghalaya,Winter,2995.9,9789391.5,10680.25,62825.0,,,,,,,Rice,1.802857143
Meghalaya,Kharif,2995.9,247753.8,270.3,1590.0,,,,,,,Sesamum,0.595
Meghalaya,Kharif,2995.9,368046.84,401.54,2362.0,,,,,,,Small millets,0.964285714
Meghalaya,Whole Year,2995.9,11842.32,12.92,76.0,,,,,,,Sugarcane,2.46
Meghalaya,Kharif,2995.9,685296.36,747.66,4398.0,,,,,,,Sweet potato,3.611428571
Meghalaya,Kharif,2995.9,656002.2,715.7,4210.0,,,,,,,Tapioca,6.02
Meghalaya,Rabi,2995.9,98945.7,107.95,635.0,,,,,,,Tobacco,0.7375
Meghalaya,Rabi,2995.9,63107.1,68.85,405.0,,,,,,,Wheat,1.25
Tamil Nadu,Whole Year,928.5,850153.92,927.52,5456.0,,,,,,,Arecanut,1.605
Tamil Nadu,Whole Year,928.5,4138267.56,4514.86,26558.0,,,,,,,PigeonPeas,0.709615385
Tamil Nadu,Whole Year,928.5,8480815.14,9252.59,54427.0,,,,,,,Bajra,1.649615385
Tamil Nadu,Whole Year,928.5,17713773.42,19325.77,113681.0,,,,,,,Banana,43.52
Tamil Nadu,Whole Year,928.5,434737.8,474.3,2790.0,,,,,,,Black pepper,0.153846154
Tamil Nadu,Whole Year,928.5,568743.0,620.5,3650.0,,,,,,,Cardamom,0.058461538
Tamil Nadu,Whole Year,928.5,15432880.26,16837.31,99043.0,,,,,,,Cashewnut,0.496785714
Tamil Nadu,Whole Year,928.5,762894.72,832.32,4896.0,,,,,,,Castor seed,0.313703704
Tamil Nadu,Whole Year,928.5,62400612.12,68079.22,400466.0,,,,,,,Coconut,14134.65935
Tamil Nadu,Whole Year,928.5,2489536.14,2716.09,15977.0,,,,,,,Coriander,0.355416667
Tamil Nadu,Whole Year,928.5,16220082.9,17696.15,104095.0,,,,,,,Cotton,2.502333333
Tamil Nadu,Whole Year,928.5,9111730.32,9940.92,58476.0,,,,,,,Dry chillies,0.629032258
Tamil Nadu,Whole Year,928.5,51420.6,56.1,330.0,,,,,,,Garlic,4.256
Tamil Nadu,Whole Year,928.5,134628.48,146.88,864.0,,,,,,,Ginger,16.036
Tamil Nadu,Whole Year,928.5,1158054.24,1263.44,7432.0,,,,,,,ChickPea,0.523
Tamil Nadu,Whole Year,928.5,64355374.02,70211.87,413011.0,,,,,,,Groundnut,2.120322581
Tamil Nadu,Whole Year,928.5,7359534.42,8029.27,47231.0,,,,,,,Horse-gram,0.4292
Tamil Nadu,Whole Year,928.5,37159330.32,40540.92,238476.0,,,,,,,Jowar,1.287777778
Tamil Nadu,Whole Year,928.5,38044855.38,41507.03,244159.0,,,,,,,Maize,4.798888889
Tamil Nadu,Whole Year,928.5,21524663.16,23483.46,138138.0,,,,,,,MungBean,0.410322581
Tamil Nadu,Whole Year,928.5,4834159.68,5274.08,31024.0,,,,,,,Onion,9.8704
Tamil Nadu,Whole Year,928.5,718486.02,783.87,4611.0,,,,,,,Potato,19.2475
Tamil Nadu,Whole Year,928.5,12829439.7,13996.95,82335.0,,,,,,,Ragi,2.344642857
Tamil Nadu,Whole Year,928.5,40824.84,44.54,262.0,,,,,,,Rapeseed &Mustard,0.167777778
Tamil Nadu,Kharif,928.5,287574068.5,313744.01,1845553.0,,,,,,,Rice,3.539677419
Tamil Nadu,Whole Year,928.5,9766330.14,10655.09,62677.0,,,,,,,Sesamum,0.413448276
Tamil Nadu,Kharif,928.5,5164030.62,5633.97,33141.0,,,,,,,Small millets,0.932173913
Tamil Nadu,Whole Year,928.5,45706524.78,49865.93,293329.0,,,,,,,Sugarcane,100.2083333
Tamil Nadu,Whole Year,928.5,2223239.76,2425.56,14268.0,,,,,,,Sunflower,1.448518519
Tamil Nadu,Whole Year,928.5,121227.96,132.26,778.0,,,,,,,Sweet potato,14.6992
Tamil Nadu,Whole Year,928.5,18487575.54,20169.99,118647.0,,,,,,,Tapioca,35.70034483
Tamil Nadu,Whole Year,928.5,1098686.82,1198.67,7051.0,,,,,,,Tobacco,1.407857143
Tamil Nadu,Whole Year,928.5,5199090.12,5672.22,33366.0,,,,,,,Turmeric,5.103076923
Tamil Nadu,Whole Year,928.5,40469882.04,44152.74,259722.0,,,,,,,Urad,0.392333333
Pondicherry,Kharif,1434.5875,9966.6,14.4,60.0,,,,,,,Arecanut,1.3
Pondicherry,Kharif,1434.5875,4817.19,6.96,29.0,,,,,,,Bajra,2.34
Pondicherry,Summer,1434.5875,830.55,1.2,5.0,,,,,,,Bajra,2.2
Pondicherry,Kharif,1434.5875,44185.26,63.84,266.0,99.71428571428571,79.71428571428571,51.42857142857143,27.14955264714286,79.27687789285713,6.095028714714286,Banana,18.06666667
Pondicherry,Kharif,1434.5875,1827.21,2.64,11.0,,,,,,,Black pepper,0.55
Pondicherry,Kharif,1434.5875,28737.03,41.52,173.0,,,,,,,Cashewnut,0.713333333
Pondicherry,Whole Year,1434.5875,353980.41,511.44,2131.0,,,,,,,Coconut,11567.6575
Pondicherry,Summer,1434.5875,830.55,1.2,5.0,,,,,,,Cotton,1.0
Pondicherry,Kharif,1434.5875,166.11,0.24,1.0,,,,,,,Dry chillies,1.0
Pondicherry,Rabi,1434.5875,498.33,0.72,3.0,,,,,,,Dry chillies,1.33
Pondicherry,Summer,1434.5875,332.22,0.48,2.0,,,,,,,Dry chillies,1.0
Pondicherry,Kharif,1434.5875,4152.75,6.0,25.0,,,,,,,Groundnut,1.92
Pondicherry,Rabi,1434.5875,51826.32,74.88,312.0,,,,,,,Groundnut,1.99
Pondicherry,Summer,1434.5875,13122.69,18.96,79.0,,,,,,,Groundnut,1.555
Pondicherry,Kharif,1434.5875,166.11,0.24,1.0,,,,,,,MungBean,1.0
Pondicherry,Rabi,1434.5875,2491.65,3.6,15.0,,,,,,,MungBean,0.77
Pondicherry,Summer,1434.5875,245344.47,354.48,1477.0,,,,,,,MungBean,0.613333333
Pondicherry,Rabi,1434.5875,166.11,0.24,1.0,,,,,,,Onion,7.0
Pondicherry,Rabi,1434.5875,3820.53,5.52,23.0,,,,,,,Other  Rabi pulses,0.615
Pondicherry,Summer,1434.5875,332.22,0.48,2.0,,,,,,,Other  Rabi pulses,1.0
Pondicherry,Kharif,1434.5875,166.11,0.24,1.0,,,,,,,Other Kharif pulses,1.0
Pondicherry,Kharif,1434.5875,2325.54,3.36,14.0,,,,,,,Ragi,1.575
Pondicherry,Rabi,1434.5875,166.11,0.24,1.0,,,,,,,Ragi,2.0
Pondicherry,Summer,1434.5875,1328.88,1.92,8.0,,,,,,,Ragi,2.5
Pondicherry,Kharif,1434.5875,728226.24,1052.16,4384.0,,,,,,,Rice,2.673333333
Pondicherry,Rabi,1434.5875,1813921.2,2620.8,10920.0,,,,,,,Rice,3.446666667
Pondicherry,Summer,1434.5875,782378.1,1130.4,4710.0,,,,,,,Rice,2.7
Pondicherry,Kharif,1434.5875,830.55,1.2,5.0,,,,,,,Sesamum,0.8
Pondicherry,Rabi,1434.5875,2491.65,3.6,15.0,,,,,,,Sesamum,0.8
Pondicherry,Summer,1434.5875,18438.21,26.64,111.0,,,,,,,Sesamum,0.655
Pondicherry,Kharif,1434.5875,293184.15,423.6,1765.0,,,,,,,Sugarcane,115.19
Pondicherry,Kharif,1434.5875,166.11,0.24,1.0,,,,,,,Sunflower,1.0
Pondicherry,Kharif,1434.5875,166.11,0.24,1.0,,,,,,,Sweet potato,8.0
Pondicherry,Kharif,1434.5875,42524.16,61.44,256.0,,,,,,,Tapioca,15.8
Pondicherry,Rabi,1434.5875,498.33,0.72,3.0,,,,,,,Tapioca,19.0
Pondicherry,Kharif,1434.5875,664.44,0.96,4.0,,,,,,,Turmeric,1.5
Pondicherry,Kharif,1434.5875,3654.42,5.28,22.0,,,,,,,Urad,0.77
Pondicherry,Rabi,1434.5875,31394.79,45.36,189.0,,,,,,,Urad,1.09
Pondicherry,Summer,1434.5875,152156.76,219.84,916.0,,,,,,,Urad,0.626666667
Assam,Rabi,2578.5,11452786.17,16547.28,68947.0,,,,,,,Arecanut,0.981851852
Assam,Kharif,2578.5,1185527.07,1712.88,7137.0,,,,,,,PigeonPeas,0.70962963
Assam,Whole Year,2578.5,7911487.08,11430.72,47628.0,,,,,,,Banana,13.76444444
Assam,Whole Year,2578.5,505140.51,729.84,3041.0,,,,,,,Black pepper,1.612222222
Assam,Kharif,2578.5,162455.58,234.72,978.0,,,,,,,Castor seed,0.428
Assam,Whole Year,2578.5,3226852.86,4662.24,19426.0,,,,,,,Coconut,7185.195556
Assam,Kharif,2578.5,232221.78,335.52,1398.0,,,,,,,Cotton,0.528333333
Assam,Whole Year,2578.5,3124196.88,4513.92,18808.0,,,,,,,Dry chillies,0.636666667
Assam,Whole Year,2578.5,2721878.46,3932.64,16386.0,,,,,,,Ginger,6.940740741
Assam,Rabi,2578.5,299330.22,432.48,1802.0,,,,,,,ChickPea,0.49
Assam,Kharif,2578.5,10343171.37,14944.08,62267.0,,,,,,,Jute,10.21074074
Assam,Rabi,2578.5,1183533.75,1710.0,7125.0,,,,,,,Linseed,0.522083333
Assam,Kharif,2578.5,3284326.92,4745.28,19772.0,,,,,,,Maize,0.61
Assam,Rabi,2578.5,3969198.45,5734.8,23895.0,,,,,,,Masoor,0.495384615
Assam,Kharif,2578.5,825566.7,1192.8,4970.0,,,,,,,Mesta,4.909130435
Assam,Rabi,2578.5,1498644.42,2165.28,9022.0,,,,,,,MungBean,0.451851852
Assam,Kharif,2578.5,1297485.21,1874.64,7811.0,,,,,,,Niger seed,0.5284
Assam,Whole Year,2578.5,1147155.66,1657.44,6906.0,,,,,,,Onion,2.308518519
Assam,Rabi,2578.5,3721030.11,5376.24,22401.0,,,,,,,Peas & beans (Pulses),0.604814815
Assam,Whole Year,2578.5,14123170.53,20405.52,85023.0,,,,,,,Potato,7.705185185
Assam,Rabi,2578.5,40500109.65,58515.6,243815.0,,,,,,,Rapeseed &Mustard,0.528888889
Assam,Autumn,2578.5,51159886.68,73917.12,307988.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,1.272592593
Assam,Summer,2578.5,66242176.35,95708.4,398785.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,2.342222222
Assam,Winter,2578.5,304094587.0,439363.68,1830682.0,80.62068965517241,47.62068965517241,39.89655172413793,23.581131887241376,82.36007244724138,6.473816906275863,Rice,1.958888889
Assam,Kharif,2578.5,1974715.68,2853.12,11888.0,,,,,,,Sesamum,0.496666667
Assam,Kharif,2578.5,861446.46,1244.64,5186.0,,,,,,,Small millets,0.505384615
Assam,Whole Year,2578.5,4939446.96,7136.64,29736.0,,,,,,,Sugarcane,36.27592593
Assam,Whole Year,2578.5,1027556.46,1484.64,6186.0,,,,,,,Sweet potato,3.412592593
Assam,Whole Year,2578.5,694173.69,1002.96,4179.0,,,,,,,Tapioca,4.5232
Assam,Whole Year,2578.5,81393.9,117.6,490.0,,,,,,,Tobacco,0.6084
Assam,Whole Year,2578.5,2485503.93,3591.12,14963.0,,,,,,,Turmeric,0.753333333
Assam,Rabi,2578.5,8105503.56,11711.04,48796.0,,,,,,,Urad,0.577037037
Assam,Rabi,2578.5,7437076.92,10745.28,44772.0,,,,,,,Wheat,1.196666667
Andhra Pradesh,Whole Year,1297.0,72756.18,105.12,438.0,,,,,,,Arecanut,0.443333333
Andhra Pradesh,Kharif,1297.0,104645977.8,151195.2,629980.0,,,,,,,PigeonPeas,0.466363636
Andhra Pradesh,Rabi,1297.0,1349311.53,1949.52,8123.0,,,,,,,PigeonPeas,0.483333333
Andhra Pradesh,Kharif,1297.0,8527755.18,12321.12,51338.0,,,,,,,Bajra,1.229444444
Andhra Pradesh,Rabi,1297.0,2655766.68,3837.12,15988.0,,,,,,,Bajra,1.454545455
Andhra Pradesh,Whole Year,1297.0,9779892.36,14130.24,58876.0,,,,,,,Banana,31.56263158
Andhra Pradesh,Whole Year,1297.0,22939957.11,33144.24,138101.0,,,,,,,Cashewnut,0.25
Andhra Pradesh,Kharif,1297.0,31182335.31,45053.04,187721.0,,,,,,,Castor seed,0.526875
Andhra Pradesh,Whole Year,1297.0,17266303.95,24946.8,103945.0,,,,,,,Coconut,11116.99833
Andhra Pradesh,Whole Year,1297.0,3374192.43,4875.12,20313.0,,,,,,,Coriander,0.671428571
Andhra Pradesh,Kharif,1297.0,296379608.1,428216.88,1784237.0,,,,,,,Cotton,1.980454545
Andhra Pradesh,Kharif,1297.0,25250547.21,36482.64,152011.0,,,,,,,Dry chillies,2.949
Andhra Pradesh,Rabi,1297.0,7219140.6,10430.4,43460.0,,,,,,,Dry chillies,3.1715
Andhra Pradesh,Whole Year,1297.0,77075.04,111.36,464.0,,,,,,,Garlic,1.968
Andhra Pradesh,Whole Year,1297.0,410623.92,593.28,2472.0,,,,,,,Ginger,8.911111111
Andhra Pradesh,Rabi,1297.0,96935649.93,140055.12,583563.0,,,,,,,ChickPea,1.36
Andhra Pradesh,Kharif,1297.0,223680736.0,323179.68,1346582.0,,,,,,,Groundnut,1.088095238
Andhra Pradesh,Rabi,1297.0,45750514.53,66101.52,275423.0,,,,,,,Groundnut,1.996818182
Andhra Pradesh,Kharif,1297.0,1035529.74,1496.16,6234.0,,,,,,,Horse-gram,0.4775
Andhra Pradesh,Rabi,1297.0,5221003.41,7543.44,31431.0,,,,,,,Horse-gram,0.44047619
Andhra Pradesh,Kharif,1297.0,18990359.64,27437.76,114324.0,,,,,,,Jowar,1.261
Andhra Pradesh,Rabi,1297.0,23254237.23,33598.32,139993.0,,,,,,,Jowar,1.940555556
Andhra Pradesh,Rabi,1297.0,187538.19,270.96,1129.0,,,,,,,Linseed,0.15
Andhra Pradesh,Kharif,1297.0,73010328.3,105487.2,439530.0,,,,,,,Maize,3.821818182
Andhra Pradesh,Rabi,1297.0,50483486.76,72939.84,303916.0,,,,,,,Maize,7.073636364
Andhra Pradesh,Kharif,1297.0,4193280.84,6058.56,25244.0,,,,,,,Mesta,8.89
Andhra Pradesh,Kharif,1297.0,43372317.66,62665.44,261106.0,,,,,,,MungBean,0.355
Andhra Pradesh,Rabi,1297.0,19425069.51,28065.84,116941.0,,,,,,,MungBean,0.463
Andhra Pradesh,Kharif,1297.0,1662262.77,2401.68,10007.0,,,,,,,Niger seed,0.335
Andhra Pradesh,Kharif,1297.0,4254409.32,6146.88,25612.0,,,,,,,Onion,17.78625
Andhra Pradesh,Rabi,1297.0,2954598.57,4268.88,17787.0,,,,,,,Onion,18.2145
Andhra Pradesh,Rabi,1297.0,961943.01,1389.84,5791.0,,,,,,,Other  Rabi pulses,0.64
Andhra Pradesh,Kharif,1297.0,428729.91,619.44,2581.0,,,,,,,Other Kharif pulses,0.82
